file_1_file_1_g5369	Thyroglobulin type I repeats.	-
file_1_file_1_g5370	positive regulation of TOR signaling	-
file_1_file_1_g5371	-	-
file_1_file_1_g5372	-	-
file_1_file_1_g5373	rRNA biogenesis protein RRP36	RRP36
file_1_file_1_g5374	DNA double-strand break repair and V(D)J recombination protein XRCC4	-
file_1_file_1_g5375	ligase activity. It is involved in the biological process described with glutamyl-tRNA aminoacylation	EPRS
file_1_file_1_g5377	ligase activity. It is involved in the biological process described with glutamyl-tRNA aminoacylation	EPRS
file_1_file_1_g5378	Ion channel	KCNK9
file_1_file_1_g5379	-	-
file_1_file_1_g5380	Rab subfamily of small GTPases	RAB1A
file_1_file_1_g5381	WD40 repeats	ZNF106
file_1_file_1_g5382	2-oxoacid dehydrogenases acyltransferase (catalytic domain)	DLST
file_1_file_1_g5383	-	-
file_1_file_1_g5384	Laminin G domain	NRXN2
file_1_file_1_g5385	ionotropic glutamate receptor activity	-
file_1_file_1_g5387	SCP-2 sterol transfer family	-
file_1_file_1_g5389	-	-
file_1_file_1_g5390	Mycolic acid cyclopropane synthetase	PRMT8
file_1_file_1_g5391	Amino acid permease	-
file_1_file_1_g5392	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	NUDT14
file_1_file_1_g5393	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	HTATSF1
file_1_file_1_g5394	WD domain, G-beta repeat	WDR20
file_1_file_1_g5395	Translation-initiation factor 2	MTIF2
file_1_file_1_g5396	Protein serine/threonine phosphatase 2C, C-terminal domain	PPM1B
file_1_file_1_g5397	Protein serine/threonine phosphatase 2C, C-terminal domain	-
file_1_file_1_g5398	-	-
file_1_file_1_g5399	MraW methylase family	METTL15
file_1_file_1_g5400	MraW methylase family	METTL15
file_1_file_1_g5401	Laminin G domain	NRXN2
file_1_file_1_g5402	neuroligin family protein binding	Nrx-1
file_1_file_1_g5403	Laminin G domain	NRXN2
file_1_file_1_g5404	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	TIAL1
file_1_file_1_g5405	Cation efflux family	SLC30A7
file_1_file_1_g5406	emp24/gp25L/p24 family/GOLD	TMED10
file_1_file_1_g5409	Ligand binding domain of hormone receptors	ESRRB
file_1_file_1_g5410	Metallo-beta-lactamase superfamily domain	CPSF2
file_1_file_1_g5411	Reverse transcriptase (RNA-dependent DNA polymerase)	-
file_1_file_1_g5412	-	-
file_1_file_1_g5414	Immunoglobulin domain	-
file_1_file_1_g5415	CD80-like C2-set immunoglobulin domain	-
file_1_file_1_g5417	CD80-like C2-set immunoglobulin domain	-
file_1_file_1_g5418	Inward rectifier potassium channel	irk-2
file_1_file_1_g5420	CD80-like C2-set immunoglobulin domain	-
file_1_file_2_8394_g	CD80-like C2-set immunoglobulin domain	-
file_1_file_1_g5421	Reverse transcriptase (RNA-dependent DNA polymerase)	-
file_1_file_1_g5422	CD80-like C2-set immunoglobulin domain	-
file_1_file_1_g5424	Phytanoyl-CoA dioxygenase (PhyH)	-
file_1_file_1_g5425	-	-
file_1_file_1_g5427	RecF/RecN/SMC N terminal domain	SMC2
file_1_file_1_g5428	Nuclear pore complex protein	NUP133
file_1_file_1_g5433	Lipase	-
file_1_file_1_g2970	Leucine-rich repeats, typical (most populated) subfamily	GPRNNB1
file_1_file_1_g2972	GMC oxidoreductase	-
file_1_file_1_g2976	Alpha-1,6-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity. It is involved in the biological process described with oligosaccharide biosynthetic process	MGAT2
file_1_file_1_g2977	Domain of unknown function (DUF3384)	TSC2
file_1_file_1_g2979	Mitochondrial ribosomal subunit S27	MRPS33
file_1_file_1_g2980	Domain of unknown function (DUF4976)	SGSH
file_1_file_1_g2981	Involved in the synthesis of the GDP-mannose and dolichol-phosphate-mannose required for a number of critical mannosyl transfer reactions	PMM1
file_1_file_1_g2982	Enoyl-CoA hydratase/isomerase	ECHDC2
file_1_file_1_g2983	Kinase binding protein CGI-121	TPRKB
file_1_file_1_g2985	Raptor N-terminal CASPase like domain	RPTOR
file_1_file_1_g2986	Clathrin heavy chain repeat homology	VPS41
file_1_file_1_g2988	N-terminal region of glycosyl transferase group 7	-
file_1_file_1_g2989	Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase activity	ENGASE
file_1_file_1_g2990	GMC oxidoreductase	-
file_1_file_1_g2991	-	-
file_1_file_1_g2993	Clusterin-associated protein-1	CLUAP1
file_1_file_1_g2994	RF-1 domain	-
file_1_file_1_g2995	Fascin domain	FSCN1
file_1_file_1_g2996	Ubiquitin-interacting motif.	EPN2
file_1_file_1_g2997	Nup85 Nucleoporin	NUP85
file_1_file_1_g2998	NUDIX domain	NUDT1
file_1_file_1_g2999	GMC oxidoreductase	-
file_1_file_1_g3000	-	-
file_1_file_1_g3001	7tm Odorant receptor	-
file_1_file_1_g3002	C-type lectin (CTL) or carbohydrate-recognition domain (CRD)	-
file_1_file_1_g3003	C-type lectin (CTL) or carbohydrate-recognition domain (CRD)	-
file_1_file_1_g3005	C-type lectin (CTL) or carbohydrate-recognition domain (CRD)	-
file_1_file_1_g3006	C-type lectin (CTL) or carbohydrate-recognition domain (CRD)	-
file_1_file_1_g3007	C-type lectin (CTL) or carbohydrate-recognition domain (CRD)	-
file_1_file_1_g3008	Serpentine type 7TM GPCR chemoreceptor Srv	npr-9
file_1_file_1_g3012	C-type lectin (CTL) or carbohydrate-recognition domain (CRD)	-
file_1_file_1_g3013	C-type lectin (CTL) or carbohydrate-recognition domain (CRD)	-
file_1_file_1_g3014	C-type lectin (CTL) or carbohydrate-recognition domain (CRD)	-
file_1_file_1_g3015	C-type lectin (CTL) or carbohydrate-recognition domain (CRD)	-
file_1_file_1_g3016	Glycosyl hydrolases family 32	-
file_1_file_1_g3017	alpha/beta hydrolase fold	-
file_1_file_1_g3018	Forkhead associated domain	FOXK2
file_1_file_1_g3020	ATP-dependent microtubule motor activity, minus-end-directed	DNAH3
file_1_file_1_g3021	Protein of unknown function (DUF727)	GSKIP
file_1_file_1_g3022	microtubule motor activity. It is involved in the biological process described with microtubule-based movement	DNAH3
file_1_file_1_g3023	TMC domain	TMC5
file_1_file_1_g3024	TMC domain	TMC5
file_1_file_1_g3025	Protein C10	-
file_1_file_1_g3026	Galactosyltransferase	B3GALT1
file_1_file_1_g3027	Beta-eliminating lyase	-
file_1_file_1_g3028	Myosin N-terminal SH3-like domain	MYH9
file_1_file_1_g3029	Myosin. Large ATPases.	MYH9
file_1_file_1_g3030	Inositol monophosphatase family	IMPA2
file_1_file_1_g3031	Animal haem peroxidase	-
file_1_file_1_g3032	Animal haem peroxidase	-
file_1_file_1_g3034	helix loop helix domain	TAL1
file_1_file_1_g3035	transposition, RNA-mediated	-
file_1_file_1_g3036	chitin binding. It is involved in the biological process described with chitin metabolic process	-
file_1_file_1_g3039	Guanine nucleotide-binding proteins (G proteins) are involved as a modulator or transducer in various transmembrane signaling systems. The beta and gamma chains are required for the GTPase activity, for replacement of GDP by GTP, and for G protein- effector interaction	GNG13
file_1_file_1_g3040	-	-
file_1_file_1_g3041	-	-
file_1_file_1_g3042	Ribonuclease H protein	-
file_1_file_1_g3043	calcium-dependent cysteine-type endopeptidase activity	ADGB
file_1_file_1_g3044	Glyco_18	Cht7
file_1_file_1_g3045	-	-
file_1_file_1_g3046	Thrombospondin type 1 repeats	THSD7A
file_1_file_1_g3047	SOCS_box	SOCS2
file_2_8518_g	-	-
file_1_file_1_g3048	-	-
file_1_file_1_g3049	-	-
file_1_file_1_g3051	sequence-specific DNA binding. It is involved in the biological process described with regulation of transcription, DNA-templated	-
file_1_file_1_g3053	Sterile alpha motif.	-
file_1_file_1_g3054	PMP-22/EMP/MP20/Claudin tight junction	-
file_1_file_1_g3055	N-terminal conserved domain of Nudc.	NUDCD3
file_1_file_1_g3056	Zinc-binding dehydrogenase	-
file_1_file_1_g3057	Rab GTPase activator activity. It is involved in the biological process described with regulation of Rab GTPase activity	TBC1D16
file_1_file_1_g3058	Belongs to the ubiquitin-conjugating enzyme family	UBE2O
file_1_file_1_g3059	Transmembrane amino acid transporter protein	TMEM104
file_1_file_1_g3060	nucleic acid binding	TNRC6C
file_1_file_1_g3061	Globin	CYGB
file_1_file_1_g3062	Globin	CYGB
file_1_file_1_g3063	Globin	CYGB
file_1_file_1_g3064	E-Z type HEAT repeats	DOHH
file_1_file_1_g3065	Prenyltransferase and squalene oxidase repeat	RABGGTB
file_1_file_1_g3066	FORKHEAD	FOXJ1
file_1_file_1_g3067	Prolyl oligopeptidase family	APEH
file_1_file_1_g3068	BESS motif	-
file_1_file_1_g3069	Trehalase	-
file_1_file_1_g3070	Trehalase	-
file_1_file_1_g3071	Ciliary basal body-associated, B9 protein	B9D1
file_1_file_1_g3072	PHD-like zinc-binding domain	TCF20
file_1_file_1_g3073	WD40 repeats	DPH7
file_1_file_1_g3074	Cyclin-dependent kinase 2-associated protein	CDK2AP1
file_1_file_1_g3075	-	-
file_1_file_1_g3077	Zinc finger C-x8-C-x5-C-x3-H type (and similar)	UNK
file_1_file_1_g3078	PhoX homologous domain, present in p47phox and p40phox.	SNX8
file_1_file_1_g3079	Histone H3	H3F3A
file_1_file_1_g3080	CCSMST1 family	-
file_1_file_1_g3081	Uncharacterised protein family (UPF0193)	-
file_1_file_1_g3082	RecQ zinc-binding	RECQL
file_1_file_1_g3083	Glycosyl hydrolases family 32	-
file_1_file_1_g3084	Nicastrin	QPCT
file_1_file_1_g3086	Enoyl-CoA hydratase/isomerase	ECHS1
file_1_file_1_g3087	NTPase	NTPCR
file_1_file_1_g3088	Leucine rich repeat	-
file_1_file_1_g3089	-	-
file_1_file_1_g3090	-	-
file_1_file_1_g3091	-	-
file_1_file_1_g3092	-	-
file_1_file_1_g3093	WD40 repeats	cort
file_1_file_1_g3097	RNA binding domain	PARN
file_1_file_1_g3098	HEAT repeat-containing protein	HEATR2
file_1_file_1_g3099	proteasome 26S non ATPase subunit 4	Pros54
file_1_file_1_g3103	Protein tyrosine kinase	AATK
file_1_file_1_g3104	WD domain, G-beta repeat	WDR13
file_1_file_1_g3105	WAHD domain of WASH complex	WASHC1
file_1_file_2_8583_g	WAHD domain of WASH complex	WASHC1
file_1_file_1_g3106	Fibronectin type 3 domain	DOME
file_1_file_1_g3107	nucleotide binding	KIAA0195
file_1_file_1_g3108	nucleotide binding	KIAA0195
file_1_file_1_g3109	Kinase-like	MAP2K3
file_1_file_1_g3110	SNF2 family N-terminal domain	ERCC6
file_1_file_1_g3111	RNA binding	KIAA0020
file_1_file_1_g3112	Thymidylate kinase	DTYMK
file_1_file_1_g3113	CIDE-N domain	DFFB
file_1_file_1_g3114	Involved in ribosomal large subunit assembly	RRS1
file_1_file_1_g3115	YL1 nuclear protein C-terminal domain	INO80C
file_1_file_1_g3116	WD domain, G-beta repeat	RRP9
file_1_file_1_g3117	Pfam:RRM_6	SRSF2
file_1_file_1_g3118	Protein of unknown function (DUF3695)	-
file_1_file_1_g3121	R3H domain	NFX1
file_1_file_1_g3122	-	-
file_1_file_1_g3123	Thrombospondin type 1 repeats	THSD7A
file_1_file_1_g3124	Lethal(2) giant	LLGL1
file_1_file_1_g3125	Zinc finger, C2H2 type	-
file_1_file_1_g3126	Coiled-coil domain-containing protein	-
file_1_file_1_g3127	Tetratricopeptide repeat protein	TTC26
file_1_file_1_g3128	Insect cuticle protein	-
file_1_file_1_g3129	Beige/BEACH domain	WDR81
file_1_file_1_g3130	Orotidine 5'-phosphate decarboxylase / HUMPS family	UMPS
file_1_file_1_g3131	C2H2-type zinc finger	-
file_1_file_1_g3132	RNA polymerase II regulatory region DNA binding	Zbed6
file_1_file_1_g3133	Zinc finger, C2H2 type	-
file_1_file_1_g3134	Zinc finger, C2H2 type	-
file_1_file_1_g3137	Actin	ACTB
file_1_file_1_g3138	Actin	ACTG2
file_1_file_1_g3139	Sad1 / UNC-like C-terminal	SUN1
file_1_file_1_g3141	FANCI helical domain 2	FANCI
file_1_file_1_g3142	GMC oxidoreductase	-
file_1_file_1_g3145	carbohydrate binding	-
file_1_file_1_g3147	Galactose binding lectin domain	-
file_1_file_1_g3148	positive regulation of brown fat cell differentiation	METRNL
file_1_file_1_g3149	GMC oxidoreductase	-
file_1_file_1_g3150	Ribonuclease H protein	-
file_1_file_1_g3151	Sugar (and other) transporter	-
file_1_file_1_g3152	Eukaryotic translation initiation factor 3 subunit 7 (eIF-3)	EIF3D
file_1_file_1_g3153	Sugar (and other) transporter	-
file_1_file_1_g3154	Gemin6 protein	-
file_1_file_1_g3155	Abnormal spindle-like microcephaly-assoc'd, ASPM-SPD-2-Hydin	ASPM
file_1_file_1_g3156	Voltage gated chloride channel	CLCN7
file_1_file_1_g3157	Leucine rich repeats (6 copies)	-
file_1_file_1_g3158	transcription, DNA-templated	GATAd
file_1_file_1_g3159	WD domain, G-beta repeat	WDR3
file_1_file_1_g3160	Phosphoribosyl synthetase-associated domain	PRPSAP1
file_1_file_1_g3161	tRNA synthetases class I (W and Y)	YARS2
file_1_file_1_g3162	It is involved in the biological process described with signal transduction	ARHGAP17
file_1_file_1_g3165	Ion channel regulatory protein UNC-93	MFSD11
file_1_file_1_g3166	Assembly, mitochondrial proton-transport ATP synth complex	TMEM70
file_1_file_1_g3167	lipid binding	TEX2
file_1_file_1_g3168	Protein kinase domain	ERN1
file_1_file_1_g3169	Protein kinase domain	ERN1
file_1_file_1_g3170	Ankyrin repeat	ANKRD27
file_1_file_1_g3172	Immunoglobulin like	-
file_1_file_1_g3174	Leucine rich repeat C-terminal domain	GPRNNB1
file_1_file_1_g3176	Aldo/keto reductase family	-
file_1_file_1_g3177	Glycosyl transferase family 2	-
file_1_file_1_g3179	NADH-ubiquinone oxidoreductase subunit 10	NDUFB10
file_1_file_1_g3181	nucleic acid binding. It is involved in the biological process described with regulation of gene expression	KIAA0430
file_1_file_1_g3182	motif in proteasome subunits, Int-6, Nip-1 and TRIP-15	PSMD12
file_1_file_1_g3183	-	-
file_1_file_1_g3184	Inositol polyphosphate phosphatase, catalytic domain homologues	INPP5E
file_1_file_1_g3185	Inositol polyphosphate phosphatase, catalytic domain homologues	INPP5E
file_1_file_1_g3186	-	-
file_1_file_1_g3187	Ionotropic glutamate receptor-invertebrate	-
file_1_file_1_g3188	Sugar (and other) transporter	-
file_1_file_1_g3189	RINT-1 / TIP-1 family	RINT1
file_1_file_1_g3190	MBOAT, membrane-bound O-acyltransferase family	MBOAT7
file_1_file_1_g3191	-	-
file_1_file_1_g3193	Reverse transcriptase (RNA-dependent DNA polymerase)	-
file_1_file_1_g3194	PMP-22/EMP/MP20/Claudin family	CACNG7
file_1_file_1_g3195	Sodium:sulfate symporter transmembrane region	-
file_1_file_1_g3196	transporter activity. It is involved in the biological process described with sodium ion transport	SLC13A5
file_1_file_1_g3197	Citrate transporter	SLC13A5
file_1_file_1_g3198	transporter activity. It is involved in the biological process described with sodium ion transport	SLC13A5
file_1_file_1_g3199	-	-
file_1_file_1_g3200	Domain of unknown function (DUF4201)	CCDC96
file_1_file_1_g3201	Major Facilitator Superfamily	-
file_1_file_2_8683_g	Major Facilitator Superfamily	-
file_1_file_1_g3202	Major Facilitator Superfamily	-
file_1_file_1_g3203	Major Facilitator Superfamily	-
file_1_file_1_g3204	Major Facilitator Superfamily	-
file_1_file_1_g3205	Sugar (and other) transporter	-
file_1_file_1_g3206	Sugar (and other) transporter	-
file_1_file_1_g3207	Rhomboid family	rom-4
file_1_file_1_g3208	NUDIX domain	-
file_1_file_1_g3209	Protein of unknown function (DUF410)	GET4
file_1_file_1_g3211	NUDIX domain	-
file_1_file_2_8694_g	NUDIX domain	-
file_1_file_1_g3212	Mitochondrial carrier protein	SLC25A10
file_1_file_1_g3213	Elongation complex protein 6	-
file_1_file_1_g3215	Kinesin motor, catalytic domain. ATPase.	KIF19
file_1_file_1_g3216	Neurotransmitter-gated ion-channel ligand binding domain	-
file_1_file_1_g3217	Utp13 specific WD40 associated domain	TBL3
file_1_file_1_g3218	-	TMEM186
file_1_file_1_g3219	Kinase-like	Mkk4
file_1_file_1_g3220	SHS2 domain found in N terminus of Rpb7p/Rpc25p/MJ0397	TWISTNB
file_1_file_1_g3221	Ribosomal protein S7p/S5e	MRPS7
file_1_file_1_g3222	Reverse transcriptase (RNA-dependent DNA polymerase)	-
file_1_file_1_g3223	AAA domain, putative AbiEii toxin, Type IV TA system	ABCA3
file_1_file_1_g3224	ABC-2 family transporter protein	ABCA3
file_1_file_1_g3225	Ubiquitin carboxyl-terminal hydrolase	USP31
file_1_file_1_g3227	Major royal jelly protein	Y-e
file_1_file_1_g3228	Major royal jelly protein	Y-e
file_1_file_1_g3229	Major royal jelly protein	Y-e
file_1_file_1_g3230	Major royal jelly protein	Y-e3
file_1_file_2_8714_g	Major royal jelly protein	Y-e3
file_1_file_1_g3231	ATP synthase delta (OSCP) subunit	ATP5O
file_1_file_1_g3232	-	-
file_1_file_1_g3233	Major royal jelly protein	Y-h
file_1_file_1_g3234	Major royal jelly protein	Y-h
file_1_file_1_g3235	-	-
file_1_file_1_g3236	Reverse transcriptase (RNA-dependent DNA polymerase)	-
file_1_file_1_g3237	Reverse transcriptase (RNA-dependent DNA polymerase)	-
file_1_file_1_g3238	NAD dependent epimerase/dehydratase family	DCXR
file_1_file_1_g3239	Protein kinase domain	CSNK1E
file_1_file_1_g3240	helix loop helix domain	BHLHA15
file_1_file_1_g3241	-	-
file_1_file_1_g3243	Mitochondrial ribosomal protein L51 / S25 / CI-B8 domain	MRPL43
file_1_file_1_g3244	-	-
file_1_file_1_g3245	structural constituent of ribosome	MRPL43
file_1_file_1_g3246	-	-
file_1_file_1_g3250	-	-
file_1_file_1_g3251	-	-
file_1_file_1_g3253	Required for the assembly and or stability of the 40S ribosomal subunit. Required for the processing of the 20S rRNA- precursor to mature 18S rRNA in a late step of the maturation of 40S ribosomal subunits	RPSA
file_1_file_1_g3254	Src homology 2 domains	sem-5
file_1_file_1_g3255	Mitochondrial carrier protein	SLC25A27
file_1_file_1_g3256	-	-
file_1_file_1_g3257	Cell cycle and development regulator	ASUN
file_1_file_1_g3258	ICP0-binding domain of Ubiquitin-specific protease 7	USP7
file_1_file_1_g3259	SDA1	SDAD1
file_1_file_1_g3260	WD40 repeats	IFT140
file_1_file_1_g3261	Second BRCT domain on Nijmegen syndrome breakage protein	NBN
file_1_file_1_g3262	Ribosomal protein L1p/L10e family	RSL1D1
file_1_file_1_g3263	G-quadruplex DNA unwinding	-
file_1_file_1_g3265	-	-
file_1_file_1_g3266	MBOAT, membrane-bound O-acyltransferase family	MBOAT1
file_1_file_1_g3267	Chromosome segregation protein Spc25	-
file_1_file_1_g3268	Neddylation of cullins play an essential role in the regulation of SCF-type complexes activity	DCUN1D3
file_1_file_1_g3269	Ataxin-2 C-terminal region	GSPT1
file_1_file_1_g3270	DWNN	RBBP6
file_1_file_1_g3271	Sodium:neurotransmitter symporter family	-
file_1_file_1_g3274	Sodium:neurotransmitter symporter family	-
file_1_file_1_g3275	metallocarboxypeptidase activity	-
file_1_file_1_g3276	metallocarboxypeptidase activity	-
file_1_file_1_g3278	Nuclear distribution protein	NDE1
file_1_file_1_g3280	Male germ-cell putative homeodomain transcription factor	PHTF1
file_1_file_1_g3281	LUC7 N_terminus	LUC7L
file_1_file_1_g3282	Male germ-cell putative homeodomain transcription factor	PHTF1
file_1_file_1_g3283	-	-
file_1_file_1_g3284	WD40 repeats	DNAI2
file_1_file_1_g3286	-	-
file_1_file_1_g3287	-	-
file_1_file_1_g3288	Reverse transcriptase (RNA-dependent DNA polymerase)	-
file_1_file_1_g3289	Casein kinase substrate phosphoprotein PP28	PDAP1
file_1_file_1_g3291	Chitin-binding domain type 2	-
file_1_file_1_g3292	Chitin-binding domain type 2	-
file_1_file_1_g3293	-	-
file_1_file_1_g3294	-	-
file_1_file_1_g3297	Domain of unknown function (DUF4781)	pst
file_1_file_1_g3299	Fucosyltransferase, N-terminal	FUT4
file_1_file_1_g3300	-	-
file_1_file_1_g3301	TM2 domain	TM2D1
file_1_file_1_g3302	Nuclear pore complex protein	NUP214
file_1_file_1_g3303	Enoyl-(Acyl carrier protein) reductase	-
file_1_file_1_g3304	Trypsin-like serine protease	-
file_1_file_1_g3305	IRSp53/MIM homology domain	-
file_1_file_1_g3306	-	-
file_1_file_2_8786_g	-	-
file_1_file_1_g3308	binding. It is involved in the biological process described with regulation of transcription, DNA-templated	TAF1
file_1_file_1_g3309	Endonuclease-reverse transcriptase	-
file_1_file_1_g3310	-	-
file_1_file_1_g3311	-	-
file_1_file_1_g3312	hydrolase activity, acting on ester bonds. It is involved in the biological process described with	PGAP1
file_1_file_1_g3313	Microsomal signal peptidase 12 kDa subunit (SPC12)	SPCS1
file_1_file_1_g3314	WD domain, G-beta repeat	STRAP
file_1_file_1_g3315	Animal haem peroxidase	DBLOX
file_1_file_1_g3317	-	-
file_1_file_2_8797_g	-	-
file_1_file_1_g3318	Sulfate permease family	SLC26A11
file_1_file_1_g3320	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules	-
file_1_file_1_g3323	Cathepsin propeptide inhibitor domain (I29)	-
file_1_file_1_g3324	Sulfate permease family	-
file_1_file_1_g3325	Sulfate permease family	-
file_1_file_1_g3326	Major royal jelly protein	-
file_1_file_1_g3327	Sec7 domain	CYTH1
file_1_file_1_g3328	Sec7 domain	CYTH1
file_1_file_1_g3329	Ubiquitin carboxyl-terminal hydrolase	USP22
file_1_file_1_g3330	Ubiquitin carboxyl-terminal hydrolase	USP22
file_1_file_1_g3332	Protein of unknown function, DUF255	SPATA20
file_1_file_1_g3334	-	-
file_1_file_1_g3337	Rhomboid family	RHBDL3
file_1_file_1_g3338	Phosphotransferase activity, for other substituted phosphate groups. It is involved in the biological process described with phospholipid biosynthetic process	PGS1
file_1_file_1_g3339	Asparaginase	-
file_1_file_1_g3341	-	-
file_1_file_1_g3342	-	-
file_1_file_1_g3343	zinc finger	ZC3H10
file_1_file_1_g3345	Zinc-finger associated domain (zf-AD)	-
file_1_file_1_g3346	C2H2-type zinc finger	-
file_1_file_1_g3347	Mitochondrial carrier protein	SLC25A3
file_1_file_1_g3348	TB domain	FBN1
file_1_file_1_g3349	TB domain	FBN1
file_1_file_1_g3350	Necessary for the splicing of pre-mRNA	U2AF2
file_1_file_1_g3352	Cor1/Xlr/Xmr conserved region	MRPS23
file_1_file_1_g3353	Cor1/Xlr/Xmr conserved region	MRPS23
file_1_file_1_g3354	Histone deacetylase complex subunit SAP130 C-terminus	SAP130
file_1_file_1_g3355	BTB/POZ domain	KCTD5
file_1_file_1_g3356	Rho effector or protein kinase C-related kinase homology region 1 homologues	PKN2
file_1_file_1_g3357	Vacuolar import and degradation protein	GID4
file_1_file_1_g3358	Folded gastrulation N-terminus	-
file_1_file_1_g3360	Insect cuticle protein	-
file_1_file_1_g3361	septate junction assembly	-
file_1_file_1_g3362	septate junction assembly	-
file_1_file_1_g3364	Golgi casein kinase, C-terminal, Fam20	FAM20A
file_1_file_1_g3365	Eclosion hormone	Eh
file_1_file_1_g3366	Reverse transcriptase (RNA-dependent DNA polymerase)	-
file_1_file_1_g3367	Zinc-finger of C2H2 type	-
file_1_file_1_g3368	Snf7	CHMP6
file_1_file_1_g3369	LUC7 N_terminus	LUC7L3
file_1_file_2_8849_g	LUC7 N_terminus	LUC7L3
file_1_file_1_g3370	Gem-associated protein 7 (Gemin7)	GEMIN7
file_1_file_1_g3371	Ion transport protein	CACNA1G
file_1_file_1_g3372	Essential role in endosome membrane invagination and formation of multivesicular bodies, MVBs. Required during gastrulation and appears to regulate early embryonic signaling pathways. Inhibits tyrosine kinase receptor signaling by promoting degradation of the tyrosine-phosphorylated, active receptor, potentially by sorting activated receptors into MVBs. The MVBs are then trafficked to the lysosome where their contents are degraded	HGS
file_1_file_1_g3373	snRNP Sm proteins	LSM5
file_1_file_1_g3372	Hepatocyte growth factor-regulated tyrosine kinase substrate	HGS
file_1_file_1_g3374	Inward rectifier potassium channel	irk-2
file_1_file_1_g3375	Inward rectifier potassium channel	irk-2
file_1_file_1_g3377	Inward rectifier potassium channel	irk-2
file_1_file_1_g3378	Apyrase	CANT1
file_1_file_2_8857_g	Apyrase	CANT1
file_1_file_1_g3379	Mitochondrial carrier required for the biosynthesis of heme, possibly by facilitating 5-aminolevulinate (ALA) production. May act by importing glycine into mitochondria or by exchanging glycine for ALA across the mitochondrial inner membrane	SLC25A38
file_1_file_1_g3380	Calponin family repeat	TAGLN3
file_1_file_1_g3382	activity. It is involved in the biological process described with protein glycosylation	FUT4
file_1_file_2_8861_g	activity. It is involved in the biological process described with protein glycosylation	FUT4
file_1_file_1_g3383	activity. It is involved in the biological process described with protein glycosylation	FUT4
file_1_file_1_g3384	activity. It is involved in the biological process described with protein glycosylation	FUT4
file_1_file_2_8863_g	activity. It is involved in the biological process described with protein glycosylation	FUT4
file_1_file_1_g3385	Domain of unknown function (DUF4786)	-
file_1_file_1_g3386	Uncharacterised conserved protein	CLEC16A
file_1_file_1_g3387	-	-
file_1_file_1_g3390	U-box domain	CHIP
file_1_file_1_g3391	-	-
file_1_file_1_g3392	Peptidase family M13	MMEL1
file_1_file_1_g3393	-	-
file_1_file_1_g3394	N-terminal domain of oxidoreductase	PTGR1
file_1_file_1_g3396	-	-
file_1_file_1_g3397	Down-regulated in metastasis	UTP20
file_1_file_1_g3398	Hydroxyacylglutathione hydrolase C-terminus	HAGH
file_1_file_1_g3399	high mobility group	-
file_1_file_1_g3400	Sulfotransferase family	HS3ST6
file_1_file_1_g3401	Required for alpha-hydroxylation of free fatty acids and the formation of alpha-hydroxylated sphingolipids	FA2H
file_1_file_1_g3402	Sulfotransferase family	HS3ST6
file_1_file_1_g3404	tRNA-splicing endonuclease subunit sen54 N-term	TSEN54
file_1_file_1_g3406	-	-
file_1_file_1_g3407	Sterile alpha motif.	-
file_1_file_1_g3408	Membrane-associating domain	SYNGR1
file_1_file_1_g3409	MOZ/SAS family	KAT8
file_1_file_1_g3411	STAS domain	SLC26A11
file_1_file_1_g3412	-	-
file_1_file_1_g3413	WD40 repeats	WIPI2
file_1_file_1_g3415	Nuclear pore localisation protein NPL4	NPLOC4
file_1_file_1_g3416	It is involved in the biological process described with protein folding	-
file_1_file_1_g3417	Nuclear pore localisation protein NPL4	NPLOC4
file_1_file_1_g3418	peptidase activity	DESI1
file_1_file_1_g3420	STAS domain	-
file_1_file_1_g3424	Sulfate permease family	SLC26A11
file_1_file_1_g3427	erythroblast transformation specific domain	EHF
file_1_file_1_g3428	erythroblast transformation specific domain	-
file_1_file_1_g3429	Cytochrome P450	-
file_1_file_1_g3430	Enoyl-(Acyl carrier protein) reductase	Pdh
file_1_file_1_g3433	Enoyl-(Acyl carrier protein) reductase	HPGD
file_1_file_1_g3434	Enoyl-(Acyl carrier protein) reductase	HPGD
file_1_file_1_g3435	Enoyl-(Acyl carrier protein) reductase	HPGD
file_1_file_1_g3436	Enoyl-(Acyl carrier protein) reductase	HPGD
file_1_file_1_g3437	Cytochrome P450	-
file_1_file_1_g3438	Cytochrome P450	-
file_1_file_1_g3439	Cytochrome P450	-
file_1_file_1_g3440	Cytochrome P450	-
file_1_file_1_g3441	Cytochrome P450	-
file_1_file_1_g3442	Major Facilitator Superfamily	-
file_1_file_1_g3443	Baculoviral inhibition of apoptosis protein repeat	BIRC5
file_1_file_1_g3445	Ubiquitin-like protein involved in autophagic vesicle formation	ATG12
file_1_file_1_g3448	-	-
file_1_file_1_g3449	K02A2.6-like	-
file_1_file_1_g3450	Permease family	SLC23A2
file_1_file_1_g3451	-	-
file_1_file_1_g3453	Bromo adjacent homology domain	TNRC18
file_1_file_2_8932_g	L-lysine 6-monooxygenase (NADPH-requiring)	-
